id,nombre,edad,ciudad,carrera,semestre,promedio,trabaja,ingreso_mensual,internet,computadora
6105,Andrés 6105,18,Quetzaltenango,Ing. Electrónica,5,100,True,2162,True,False
6106,Ana 6106,30,Antigua,Ing. Sistemas,5,69,True,2694,False,True
6107,Ana 6107,23,Villa Nueva,Ing. Electrónica,6,98,False,7667,True,False
6108,Andrés 6108,20,Quetzaltenango,Ing. Sistemas,7,70,True,4726,True,False
6109,Andrés 6109,21,Antigua,Ing. Sistemas,2,69,False,4661,False,False
6110,Sofía 6110,19,Antigua,Ing. Electrónica,8,95,False,7573,True,True
6111,Andrés 6111,25,Villa Nueva,Ing. Electrónica,2,100,True,5398,False,False
6112,Lucía 6112,28,Mixco,Ing. Sistemas,8,66,False,6375,True,True
6113,Sofía 6113,20,Mixco,Ing. Eléctrica,10,85,True,7807,False,True
6114,María 6114,29,Mixco,Ing. Sistemas,9,93,True,7913,True,False
6115,Paola 6115,27,Quetzaltenango,Ing. Eléctrica,6,100,True,7655,True,True
6116,Paola 6116,29,Guatemala,Ing. Electrónica,7,90,False,3657,False,False
6117,Sofía 6117,18,Quetzaltenango,Ing. Sistemas,5,94,False,6088,True,False
6118,Lucía 6118,27,Quetzaltenango,Ing. Sistemas,8,95,False,6701,False,False
6119,Sofía 6119,29,Antigua,Ing. Sistemas,3,85,True,6098,False,False
6120,Carlos 6120,25,Quetzaltenango,Ing. Electrónica,5,77,True,5390,True,True
6121,Diego 6121,18,Antigua,Ing. Eléctrica,5,78,True,4943,False,True
6122,Javier 6122,21,Quetzaltenango,Ing. Electrónica,7,69,False,7369,True,False
6123,Luis 6123,30,Guatemala,Ing. Sistemas,3,63,False,6608,True,True
6124,Diego 6124,26,Quetzaltenango,Ing. Eléctrica,7,75,True,6624,True,False
6125,Andrés 6125,21,Mixco,Ing. Eléctrica,8,64,False,7614,False,True
6126,Javier 6126,25,Mixco,Ing. Sistemas,4,73,True,3176,False,True
6127,Lucía 6127,21,Antigua,Ing. Eléctrica,3,92,True,6320,False,False
6128,Paola 6128,26,Villa Nueva,Ing. Sistemas,1,78,True,4389,False,True
6129,Sofía 6129,27,Villa Nueva,Ing. Sistemas,2,86,False,2692,False,True
6130,Diego 6130,18,Antigua,Ing. Sistemas,5,79,True,7446,False,False
6131,Andrés 6131,19,Quetzaltenango,Ing. Electrónica,2,77,False,6556,False,True
6132,Andrés 6132,23,Antigua,Ing. Eléctrica,8,99,False,7553,False,False
6133,Andrés 6133,21,Guatemala,Ing. Eléctrica,6,72,True,5185,True,False
6134,Javier 6134,28,Quetzaltenango,Ing. Eléctrica,6,61,True,6152,True,True
6135,María 6135,25,Antigua,Ing. Electrónica,3,94,True,7420,True,False
6136,Sofía 6136,24,Guatemala,Ing. Sistemas,6,64,True,3793,True,False
6137,Lucía 6137,30,Antigua,Ing. Electrónica,8,79,False,3337,True,True
6138,María 6138,27,Villa Nueva,Ing. Sistemas,10,63,True,2329,True,False
6139,Lucía 6139,28,Mixco,Ing. Eléctrica,4,61,True,5167,False,False
6140,María 6140,29,Guatemala,Ing. Electrónica,6,74,True,6872,True,False
6141,Carlos 6141,23,Antigua,Ing. Eléctrica,5,83,False,5819,False,True
6142,Ana 6142,29,Antigua,Ing. Sistemas,2,86,True,2877,False,False
6143,Lucía 6143,18,Mixco,Ing. Electrónica,7,99,False,7042,False,False
6144,Diego 6144,20,Antigua,Ing. Eléctrica,10,99,True,6103,False,False
6145,Diego 6145,30,Mixco,Ing. Sistemas,4,60,False,2885,False,False
6146,Luis 6146,24,Villa Nueva,Ing. Eléctrica,2,84,True,4513,False,False
6147,Carlos 6147,28,Villa Nueva,Ing. Eléctrica,5,71,False,7555,True,True
6148,Luis 6148,29,Mixco,Ing. Sistemas,8,83,True,3582,False,True
6149,Paola 6149,20,Mixco,Ing. Electrónica,3,63,False,3283,False,False
6150,Carlos 6150,21,Antigua,Ing. Sistemas,4,76,False,5904,True,True
6151,Sofía 6151,27,Quetzaltenango,Ing. Eléctrica,6,76,False,4670,True,True
6152,Lucía 6152,19,Quetzaltenango,Ing. Eléctrica,2,78,False,7576,False,True
6153,Paola 6153,25,Villa Nueva,Ing. Eléctrica,8,64,False,4102,True,True
6154,Diego 6154,20,Quetzaltenango,Ing. Electrónica,3,67,False,5052,False,False
6155,Paola 6155,22,Guatemala,Ing. Electrónica,5,86,False,4563,True,True
6156,Carlos 6156,22,Antigua,Ing. Sistemas,1,64,False,6863,False,False
6157,Lucía 6157,18,Antigua,Ing. Eléctrica,3,90,False,4735,False,True
6158,Ana 6158,23,Guatemala,Ing. Eléctrica,9,99,True,5455,False,False
6159,Ana 6159,30,Villa Nueva,Ing. Electrónica,8,61,False,3047,False,True
6160,Paola 6160,27,Mixco,Ing. Eléctrica,3,85,False,2796,False,True
6161,Carlos 6161,26,Mixco,Ing. Eléctrica,10,96,False,3418,True,False
6162,Paola 6162,29,Quetzaltenango,Ing. Eléctrica,1,86,True,6260,False,False
6163,Diego 6163,18,Quetzaltenango,Ing. Eléctrica,9,92,False,4574,True,False
6164,Luis 6164,18,Antigua,Ing. Sistemas,3,70,False,4139,False,False
6165,Sofía 6165,23,Antigua,Ing. Sistemas,3,83,False,3749,True,True
6166,Luis 6166,23,Villa Nueva,Ing. Eléctrica,10,71,False,3596,False,False
6167,Carlos 6167,26,Guatemala,Ing. Sistemas,3,65,True,2762,False,True
6168,María 6168,25,Antigua,Ing. Eléctrica,3,68,False,7390,False,False
6169,Carlos 6169,27,Quetzaltenango,Ing. Sistemas,6,85,False,6198,False,True
6170,Diego 6170,20,Antigua,Ing. Eléctrica,8,98,False,7759,True,True
6171,Sofía 6171,19,Antigua,Ing. Eléctrica,2,74,True,4157,True,True
6172,María 6172,20,Antigua,Ing. Eléctrica,10,87,False,5719,True,True
6173,Andrés 6173,23,Antigua,Ing. Sistemas,1,96,False,2629,True,False
6174,Andrés 6174,23,Mixco,Ing. Sistemas,6,96,False,2523,False,True
6175,Andrés 6175,30,Quetzaltenango,Ing. Sistemas,10,89,True,5058,True,False
6176,Javier 6176,19,Mixco,Ing. Electrónica,2,77,False,3061,False,True
6177,Lucía 6177,26,Guatemala,Ing. Electrónica,6,77,False,5122,False,True
6178,Ana 6178,26,Antigua,Ing. Eléctrica,4,89,True,6724,False,False
6179,Andrés 6179,30,Mixco,Ing. Eléctrica,5,90,True,3343,True,True
6180,Sofía 6180,19,Antigua,Ing. Electrónica,3,95,True,4321,False,False
6181,Ana 6181,21,Villa Nueva,Ing. Sistemas,10,62,False,3555,True,True
6182,Diego 6182,26,Quetzaltenango,Ing. Sistemas,1,100,True,2816,True,False
6183,Carlos 6183,20,Quetzaltenango,Ing. Sistemas,8,69,False,5008,True,True
6184,María 6184,18,Villa Nueva,Ing. Sistemas,10,82,True,5675,True,False
6185,Luis 6185,26,Antigua,Ing. Electrónica,5,87,False,7396,False,True
6186,Paola 6186,28,Guatemala,Ing. Sistemas,1,82,True,6649,False,True
6187,Lucía 6187,23,Villa Nueva,Ing. Sistemas,4,78,False,4874,False,False
6188,Sofía 6188,24,Villa Nueva,Ing. Sistemas,4,69,False,6849,False,True
6189,Javier 6189,30,Guatemala,Ing. Electrónica,9,63,False,6666,False,False
6190,Lucía 6190,25,Quetzaltenango,Ing. Sistemas,3,90,False,5699,True,True
6191,María 6191,27,Guatemala,Ing. Sistemas,5,74,False,5118,True,True
6192,Ana 6192,29,Quetzaltenango,Ing. Sistemas,2,65,False,4386,True,True
6193,Diego 6193,29,Antigua,Ing. Electrónica,10,74,True,3924,False,False
6194,Javier 6194,23,Mixco,Ing. Electrónica,7,67,False,6330,True,True
6195,Javier 6195,23,Quetzaltenango,Ing. Electrónica,4,74,False,4340,False,True
6196,María 6196,29,Villa Nueva,Ing. Eléctrica,4,68,False,3354,False,False
6197,Ana 6197,22,Antigua,Ing. Sistemas,7,83,True,4025,True,False
6198,María 6198,19,Guatemala,Ing. Electrónica,10,74,True,3619,False,True
6199,Paola 6199,26,Quetzaltenango,Ing. Sistemas,2,62,False,3589,True,False
6200,Andrés 6200,19,Villa Nueva,Ing. Sistemas,1,78,True,2397,False,True
6201,María 6201,21,Mixco,Ing. Eléctrica,6,92,False,2390,False,False
6202,Carlos 6202,24,Quetzaltenango,Ing. Eléctrica,8,67,True,3339,True,False
6203,Diego 6203,18,Mixco,Ing. Eléctrica,10,95,True,6894,False,True
6204,Diego 6204,24,Quetzaltenango,Ing. Electrónica,10,89,True,3125,False,False
6205,Diego 6205,29,Quetzaltenango,Ing. Eléctrica,9,64,True,5584,False,False
6206,Javier 6206,27,Villa Nueva,Ing. Electrónica,8,90,True,7527,False,True
6207,Javier 6207,27,Villa Nueva,Ing. Eléctrica,9,88,False,7600,False,True
6208,Javier 6208,23,Guatemala,Ing. Sistemas,5,70,True,7881,False,True
6209,Lucía 6209,20,Quetzaltenango,Ing. Sistemas,2,73,False,5692,False,False
6210,María 6210,29,Mixco,Ing. Sistemas,1,93,True,5975,False,False
6211,Javier 6211,21,Mixco,Ing. Eléctrica,7,95,True,7302,True,True
6212,Andrés 6212,25,Guatemala,Ing. Eléctrica,9,81,False,2602,False,False
6213,Sofía 6213,23,Villa Nueva,Ing. Electrónica,2,83,True,3339,True,True
6214,Diego 6214,21,Quetzaltenango,Ing. Electrónica,10,76,True,6174,False,False
6215,Andrés 6215,23,Villa Nueva,Ing. Eléctrica,2,84,True,4321,False,True
6216,Carlos 6216,20,Guatemala,Ing. Eléctrica,3,81,True,6426,False,False
6217,Paola 6217,28,Quetzaltenango,Ing. Sistemas,9,60,True,5729,False,True
6218,Javier 6218,26,Quetzaltenango,Ing. Sistemas,6,94,False,4931,False,True
6219,Lucía 6219,22,Antigua,Ing. Electrónica,4,84,False,3157,False,False
6220,Luis 6220,19,Quetzaltenango,Ing. Eléctrica,10,61,False,7436,True,False
6221,Sofía 6221,23,Villa Nueva,Ing. Sistemas,1,95,True,5363,False,True
6222,Andrés 6222,29,Quetzaltenango,Ing. Eléctrica,2,64,False,5783,False,True
6223,Andrés 6223,28,Villa Nueva,Ing. Eléctrica,3,60,True,3022,False,True
6224,María 6224,22,Guatemala,Ing. Eléctrica,3,64,True,5455,True,False
6225,Andrés 6225,23,Antigua,Ing. Electrónica,9,85,False,3041,False,True
6226,Carlos 6226,21,Villa Nueva,Ing. Sistemas,6,88,True,2973,True,False
6227,Ana 6227,29,Villa Nueva,Ing. Sistemas,5,99,True,7665,True,False
6228,Ana 6228,28,Villa Nueva,Ing. Electrónica,10,75,True,6822,False,True
6229,Diego 6229,19,Mixco,Ing. Eléctrica,3,78,False,5136,False,False
6230,Javier 6230,26,Mixco,Ing. Electrónica,4,78,False,2899,True,False
6231,Ana 6231,25,Guatemala,Ing. Eléctrica,2,77,True,2277,True,False
6232,Carlos 6232,26,Antigua,Ing. Electrónica,9,90,False,7117,True,True
6233,Sofía 6233,26,Antigua,Ing. Electrónica,10,60,True,4204,True,True
6234,Luis 6234,24,Villa Nueva,Ing. Electrónica,1,84,False,6666,True,False
6235,Sofía 6235,21,Antigua,Ing. Sistemas,9,82,False,2049,False,False
6236,Javier 6236,29,Quetzaltenango,Ing. Electrónica,9,73,False,7457,True,False
6237,Paola 6237,24,Mixco,Ing. Sistemas,6,79,False,4885,True,True
6238,Sofía 6238,20,Mixco,Ing. Electrónica,4,62,True,7097,True,True
6239,Andrés 6239,23,Quetzaltenango,Ing. Sistemas,1,92,True,3818,False,False
6240,Lucía 6240,21,Mixco,Ing. Eléctrica,9,85,False,7282,False,True
6241,Paola 6241,19,Mixco,Ing. Eléctrica,4,83,True,3809,True,False
6242,Andrés 6242,23,Antigua,Ing. Electrónica,9,86,False,5287,True,False
6243,Lucía 6243,29,Villa Nueva,Ing. Eléctrica,4,85,False,6563,False,False
6244,Andrés 6244,29,Quetzaltenango,Ing. Electrónica,5,99,False,5814,False,False
6245,Paola 6245,22,Guatemala,Ing. Eléctrica,8,94,False,5714,True,True
6246,Lucía 6246,24,Villa Nueva,Ing. Sistemas,5,63,True,5265,True,False
6247,Ana 6247,18,Antigua,Ing. Eléctrica,8,90,False,6065,False,True
6248,Sofía 6248,23,Quetzaltenango,Ing. Eléctrica,1,81,True,4249,False,False
6249,Andrés 6249,24,Antigua,Ing. Eléctrica,5,63,False,7285,False,True
6250,Carlos 6250,26,Mixco,Ing. Electrónica,1,70,False,3220,True,True
6251,Luis 6251,30,Guatemala,Ing. Eléctrica,4,66,False,5941,True,True
6252,Andrés 6252,19,Villa Nueva,Ing. Eléctrica,8,60,True,5766,False,False
6253,Javier 6253,21,Quetzaltenango,Ing. Sistemas,7,93,True,4001,False,True
6254,Javier 6254,20,Villa Nueva,Ing. Eléctrica,5,90,False,4632,True,False
6255,Javier 6255,29,Antigua,Ing. Electrónica,5,99,True,5735,False,False
6256,Andrés 6256,25,Quetzaltenango,Ing. Electrónica,6,92,True,6219,False,False
6257,María 6257,23,Mixco,Ing. Sistemas,5,99,False,2729,True,False
6258,Diego 6258,28,Villa Nueva,Ing. Electrónica,5,68,False,6744,True,False
6259,Paola 6259,25,Antigua,Ing. Sistemas,2,69,False,5600,False,False
6260,María 6260,18,Guatemala,Ing. Electrónica,7,60,False,4245,False,True
6261,Lucía 6261,18,Villa Nueva,Ing. Eléctrica,2,69,False,4182,True,True
6262,Paola 6262,29,Antigua,Ing. Sistemas,6,88,True,4429,True,False
6263,Andrés 6263,28,Villa Nueva,Ing. Sistemas,6,68,False,2815,True,True
6264,Javier 6264,18,Quetzaltenango,Ing. Sistemas,1,61,True,5806,True,False
6265,Paola 6265,29,Quetzaltenango,Ing. Sistemas,6,63,True,4256,True,True
6266,Paola 6266,23,Mixco,Ing. Electrónica,2,91,False,5718,True,False
6267,Ana 6267,21,Guatemala,Ing. Eléctrica,9,72,True,3652,True,True
6268,Paola 6268,25,Guatemala,Ing. Eléctrica,1,69,False,6919,True,False
6269,Ana 6269,27,Quetzaltenango,Ing. Electrónica,3,61,True,6758,True,False
6270,Sofía 6270,23,Villa Nueva,Ing. Eléctrica,10,98,True,7178,False,True
6271,María 6271,27,Mixco,Ing. Electrónica,10,94,True,2124,True,True
6272,Andrés 6272,19,Mixco,Ing. Electrónica,6,85,False,3440,True,False
6273,Carlos 6273,25,Mixco,Ing. Electrónica,2,70,False,3681,True,True
6274,Sofía 6274,25,Antigua,Ing. Sistemas,10,72,False,5961,False,False
6275,Paola 6275,28,Antigua,Ing. Eléctrica,7,91,True,3967,True,True
6276,Carlos 6276,23,Quetzaltenango,Ing. Eléctrica,5,91,True,2671,True,False
6277,Diego 6277,28,Quetzaltenango,Ing. Eléctrica,1,77,False,3922,True,True
6278,Javier 6278,22,Villa Nueva,Ing. Eléctrica,9,89,False,2624,False,True
6279,Andrés 6279,25,Guatemala,Ing. Electrónica,10,68,False,5778,True,False
6280,Ana 6280,29,Mixco,Ing. Eléctrica,1,86,True,6290,True,True
6281,María 6281,23,Villa Nueva,Ing. Sistemas,4,84,True,7326,False,False
6282,Ana 6282,22,Villa Nueva,Ing. Eléctrica,1,100,True,4500,False,False
6283,Lucía 6283,20,Guatemala,Ing. Eléctrica,1,100,False,2411,False,False
6284,Andrés 6284,23,Guatemala,Ing. Sistemas,9,73,False,2517,True,True
6285,Sofía 6285,22,Quetzaltenango,Ing. Sistemas,4,98,True,7910,True,True
6286,Diego 6286,23,Guatemala,Ing. Eléctrica,2,64,True,7043,True,True
6287,Lucía 6287,19,Quetzaltenango,Ing. Electrónica,9,66,True,2141,True,True
6288,Diego 6288,26,Guatemala,Ing. Sistemas,3,82,False,3893,True,False
6289,Paola 6289,23,Guatemala,Ing. Electrónica,10,89,False,6428,False,True
6290,María 6290,28,Mixco,Ing. Electrónica,6,91,True,6180,False,False
6291,Ana 6291,28,Antigua,Ing. Electrónica,6,60,False,3190,False,True
6292,Ana 6292,19,Antigua,Ing. Sistemas,5,68,True,4647,True,False
6293,Andrés 6293,29,Antigua,Ing. Eléctrica,1,65,False,5342,True,True
6294,Carlos 6294,21,Guatemala,Ing. Eléctrica,2,96,False,2375,True,False
6295,Javier 6295,27,Quetzaltenango,Ing. Eléctrica,1,83,True,7691,True,True
6296,María 6296,26,Mixco,Ing. Eléctrica,7,74,False,5956,False,False
6297,María 6297,30,Mixco,Ing. Sistemas,8,68,True,3519,True,False
6298,Luis 6298,30,Antigua,Ing. Electrónica,3,66,False,4042,False,False
6299,Carlos 6299,18,Villa Nueva,Ing. Sistemas,4,76,False,7445,False,False
6300,Ana 6300,30,Quetzaltenango,Ing. Sistemas,9,66,False,2241,True,False
6301,Carlos 6301,23,Villa Nueva,Ing. Sistemas,7,85,True,2674,False,False
6302,Lucía 6302,28,Mixco,Ing. Eléctrica,7,72,False,7195,True,True
6303,Andrés 6303,19,Guatemala,Ing. Sistemas,2,86,False,5870,True,False
6304,María 6304,19,Guatemala,Ing. Eléctrica,8,95,False,2032,False,False
6305,Luis 6305,29,Villa Nueva,Ing. Eléctrica,10,71,False,6422,True,False
6306,María 6306,24,Villa Nueva,Ing. Sistemas,2,83,False,2984,True,True
6307,Sofía 6307,28,Mixco,Ing. Electrónica,7,88,True,6652,True,True
6308,Sofía 6308,28,Villa Nueva,Ing. Electrónica,6,97,False,3586,True,True
6309,Luis 6309,24,Villa Nueva,Ing. Sistemas,10,71,True,7391,False,True
6310,Diego 6310,21,Antigua,Ing. Sistemas,5,79,False,3784,False,True
6311,Ana 6311,23,Villa Nueva,Ing. Sistemas,9,65,False,5095,True,True
6312,Lucía 6312,29,Guatemala,Ing. Sistemas,5,68,False,6180,True,False
6313,Carlos 6313,25,Antigua,Ing. Electrónica,4,75,False,2039,True,True
6314,Sofía 6314,25,Mixco,Ing. Electrónica,7,91,False,3853,False,True
6315,Ana 6315,30,Villa Nueva,Ing. Electrónica,9,71,True,2560,False,True
6316,Ana 6316,22,Mixco,Ing. Electrónica,2,95,False,3732,False,False
6317,Lucía 6317,21,Mixco,Ing. Electrónica,5,82,False,7812,True,True
6318,Andrés 6318,21,Villa Nueva,Ing. Electrónica,6,73,False,3194,True,True
6319,Sofía 6319,20,Antigua,Ing. Eléctrica,10,89,False,2001,False,True
6320,Paola 6320,26,Guatemala,Ing. Eléctrica,8,64,True,7138,True,True
6321,Paola 6321,22,Mixco,Ing. Electrónica,3,69,False,5111,True,False
6322,Andrés 6322,24,Quetzaltenango,Ing. Electrónica,9,83,False,2601,False,True
6323,Luis 6323,21,Mixco,Ing. Sistemas,1,82,True,7007,True,False
6324,Lucía 6324,18,Villa Nueva,Ing. Eléctrica,5,88,False,5262,True,True
6325,Luis 6325,27,Antigua,Ing. Eléctrica,9,81,False,6833,False,True
6326,Carlos 6326,19,Mixco,Ing. Eléctrica,4,65,False,7802,False,False
6327,María 6327,23,Quetzaltenango,Ing. Sistemas,7,98,True,3134,False,True
6328,Paola 6328,19,Villa Nueva,Ing. Electrónica,2,70,True,4932,False,False
6329,María 6329,19,Antigua,Ing. Sistemas,2,80,False,4463,True,False
6330,Diego 6330,18,Mixco,Ing. Electrónica,2,79,True,5150,True,True
6331,Sofía 6331,27,Guatemala,Ing. Sistemas,1,89,True,5064,True,False
6332,Diego 6332,19,Guatemala,Ing. Electrónica,6,94,True,4095,True,True
6333,Sofía 6333,29,Antigua,Ing. Eléctrica,2,80,False,4140,False,False
6334,Ana 6334,22,Villa Nueva,Ing. Sistemas,10,76,False,2930,False,False
6335,Carlos 6335,19,Antigua,Ing. Electrónica,8,63,True,3098,False,False
6336,Lucía 6336,27,Guatemala,Ing. Electrónica,4,65,True,3338,True,False
6337,Carlos 6337,28,Mixco,Ing. Sistemas,3,72,True,4068,True,False
6338,Diego 6338,29,Guatemala,Ing. Sistemas,10,83,False,7685,True,True
6339,Carlos 6339,24,Quetzaltenango,Ing. Sistemas,9,69,False,7390,False,False
6340,Ana 6340,20,Villa Nueva,Ing. Eléctrica,1,93,False,4562,False,False
6341,Paola 6341,21,Antigua,Ing. Eléctrica,1,81,False,5091,True,False
6342,Diego 6342,22,Mixco,Ing. Sistemas,3,61,False,3096,False,True
6343,Andrés 6343,30,Villa Nueva,Ing. Electrónica,8,85,True,6638,False,False
6344,Lucía 6344,29,Villa Nueva,Ing. Sistemas,10,92,False,5846,False,False
6345,Andrés 6345,20,Quetzaltenango,Ing. Electrónica,9,76,False,3068,True,True
6346,Sofía 6346,23,Villa Nueva,Ing. Eléctrica,3,89,False,2142,True,True
6347,Lucía 6347,20,Quetzaltenango,Ing. Electrónica,5,95,True,4248,False,True
6348,Luis 6348,19,Guatemala,Ing. Electrónica,10,100,False,4044,True,True
6349,Andrés 6349,28,Villa Nueva,Ing. Electrónica,7,84,True,2119,True,True
6350,Paola 6350,24,Mixco,Ing. Eléctrica,3,65,False,3622,True,False
6351,Luis 6351,30,Villa Nueva,Ing. Sistemas,3,65,False,5843,False,True
6352,María 6352,21,Mixco,Ing. Eléctrica,4,95,False,7653,False,True
6353,Sofía 6353,19,Antigua,Ing. Sistemas,7,61,False,7041,False,True
6354,Carlos 6354,30,Quetzaltenango,Ing. Eléctrica,2,83,True,2602,True,False
6355,María 6355,28,Guatemala,Ing. Electrónica,2,87,True,5190,False,True
6356,Sofía 6356,29,Villa Nueva,Ing. Eléctrica,10,75,False,6724,False,True
6357,Paola 6357,28,Quetzaltenango,Ing. Sistemas,10,71,False,4986,False,False
6358,Lucía 6358,28,Guatemala,Ing. Eléctrica,9,80,True,2330,False,True
6359,Javier 6359,27,Quetzaltenango,Ing. Eléctrica,6,74,False,7619,True,True
6360,María 6360,25,Quetzaltenango,Ing. Sistemas,9,60,True,5587,True,False
6361,María 6361,28,Quetzaltenango,Ing. Sistemas,7,62,False,4409,False,True
6362,María 6362,25,Quetzaltenango,Ing. Eléctrica,10,91,False,2105,True,True
6363,Luis 6363,21,Villa Nueva,Ing. Sistemas,9,67,False,3943,False,False
6364,Sofía 6364,30,Guatemala,Ing. Electrónica,1,60,False,6830,True,True
6365,Ana 6365,26,Mixco,Ing. Eléctrica,4,67,False,4368,True,False
6366,Ana 6366,20,Quetzaltenango,Ing. Sistemas,1,75,False,7898,True,False
6367,Ana 6367,30,Mixco,Ing. Eléctrica,5,77,False,6000,True,True
6368,Lucía 6368,29,Antigua,Ing. Electrónica,5,75,False,2666,False,True
6369,Ana 6369,18,Mixco,Ing. Electrónica,2,79,True,5839,False,True
6370,Carlos 6370,28,Mixco,Ing. Electrónica,2,87,True,2212,True,False
6371,Andrés 6371,26,Mixco,Ing. Eléctrica,6,94,False,2614,True,False
6372,Andrés 6372,23,Villa Nueva,Ing. Electrónica,5,94,False,2657,False,False
6373,Andrés 6373,18,Guatemala,Ing. Sistemas,5,87,False,5472,False,False
6374,Carlos 6374,19,Villa Nueva,Ing. Eléctrica,5,69,True,2274,True,False
6375,Luis 6375,27,Mixco,Ing. Sistemas,9,85,True,3291,False,False
6376,Javier 6376,24,Mixco,Ing. Sistemas,9,77,False,3768,True,False
6377,Paola 6377,22,Guatemala,Ing. Sistemas,7,94,False,4338,False,False
6378,Diego 6378,25,Antigua,Ing. Sistemas,7,62,True,5666,False,False
6379,Lucía 6379,19,Villa Nueva,Ing. Sistemas,10,72,True,4942,True,False
6380,Sofía 6380,22,Quetzaltenango,Ing. Sistemas,2,77,True,3102,True,False
6381,María 6381,28,Guatemala,Ing. Eléctrica,1,62,False,4998,False,True
6382,Sofía 6382,27,Antigua,Ing. Eléctrica,1,93,False,4245,False,False
6383,Lucía 6383,25,Antigua,Ing. Electrónica,2,100,True,5596,True,False
6384,Carlos 6384,22,Guatemala,Ing. Sistemas,9,71,False,5019,True,True
6385,Paola 6385,23,Villa Nueva,Ing. Sistemas,9,88,True,2755,False,False
6386,Diego 6386,22,Mixco,Ing. Sistemas,3,60,False,6420,True,True
6387,María 6387,18,Antigua,Ing. Sistemas,2,100,False,4477,False,True
6388,Paola 6388,18,Quetzaltenango,Ing. Electrónica,3,74,False,7993,True,False
6389,Carlos 6389,24,Antigua,Ing. Electrónica,6,63,True,5359,True,False
6390,Javier 6390,18,Quetzaltenango,Ing. Eléctrica,3,79,False,5290,False,True
6391,Javier 6391,28,Mixco,Ing. Sistemas,4,69,False,7814,False,False
6392,Andrés 6392,22,Villa Nueva,Ing. Sistemas,10,61,True,4366,False,False
6393,Andrés 6393,25,Quetzaltenango,Ing. Electrónica,1,84,True,6379,False,True
6394,María 6394,27,Quetzaltenango,Ing. Sistemas,6,93,False,2363,False,False
6395,Paola 6395,19,Villa Nueva,Ing. Electrónica,7,82,False,5436,False,True
6396,Diego 6396,26,Mixco,Ing. Eléctrica,9,96,True,6389,False,True
6397,Carlos 6397,20,Guatemala,Ing. Electrónica,6,61,True,4516,True,True
6398,Javier 6398,28,Guatemala,Ing. Sistemas,5,84,False,5436,False,False
6399,Diego 6399,23,Guatemala,Ing. Electrónica,6,99,True,4236,False,False
6400,Diego 6400,25,Guatemala,Ing. Sistemas,6,97,True,4080,True,False
6401,Diego 6401,20,Mixco,Ing. Eléctrica,1,84,False,5346,True,False
6402,Diego 6402,27,Villa Nueva,Ing. Electrónica,5,61,True,4942,False,True
6403,Diego 6403,29,Antigua,Ing. Electrónica,7,61,True,3210,False,True
6404,Carlos 6404,28,Villa Nueva,Ing. Eléctrica,9,84,False,6006,False,True
6405,María 6405,22,Villa Nueva,Ing. Electrónica,5,96,False,3592,False,False
6406,Luis 6406,29,Mixco,Ing. Eléctrica,2,94,True,6094,False,True
6407,Luis 6407,23,Guatemala,Ing. Electrónica,5,73,True,2894,False,True
6408,Luis 6408,19,Guatemala,Ing. Sistemas,1,71,True,4463,False,False
6409,Lucía 6409,30,Mixco,Ing. Sistemas,2,64,True,4802,False,False
6410,Andrés 6410,21,Guatemala,Ing. Sistemas,1,61,True,4292,False,True
6411,Ana 6411,26,Antigua,Ing. Sistemas,2,93,True,4525,True,True
6412,Andrés 6412,19,Antigua,Ing. Electrónica,8,96,False,5257,False,False
6413,María 6413,28,Mixco,Ing. Sistemas,8,99,False,5214,True,False
6414,Lucía 6414,22,Mixco,Ing. Eléctrica,9,92,True,4091,True,False
6415,Luis 6415,28,Villa Nueva,Ing. Eléctrica,9,81,True,7100,True,True
6416,Ana 6416,27,Mixco,Ing. Eléctrica,1,99,False,4841,True,True
6417,Ana 6417,28,Antigua,Ing. Eléctrica,9,94,True,7026,False,True
6418,Lucía 6418,18,Mixco,Ing. Electrónica,2,92,False,2311,False,True
6419,Diego 6419,19,Quetzaltenango,Ing. Eléctrica,4,90,True,6027,False,False
6420,Paola 6420,28,Quetzaltenango,Ing. Electrónica,3,71,True,2137,False,True
6421,Diego 6421,25,Villa Nueva,Ing. Sistemas,10,85,True,4574,False,False
6422,Luis 6422,26,Guatemala,Ing. Sistemas,9,79,False,5884,True,True
6423,Paola 6423,18,Villa Nueva,Ing. Eléctrica,1,78,True,3601,False,False
6424,Sofía 6424,21,Antigua,Ing. Electrónica,1,92,True,6964,False,False
6425,Javier 6425,27,Quetzaltenango,Ing. Electrónica,6,67,True,5502,True,True
6426,Luis 6426,30,Antigua,Ing. Electrónica,6,81,True,3080,True,False
6427,Carlos 6427,29,Villa Nueva,Ing. Sistemas,4,65,True,5410,False,False
6428,Ana 6428,26,Mixco,Ing. Eléctrica,5,78,False,4183,True,True
6429,Lucía 6429,20,Mixco,Ing. Eléctrica,6,77,False,2360,True,True
6430,Luis 6430,20,Quetzaltenango,Ing. Electrónica,2,77,True,6660,True,True
6431,Andrés 6431,23,Quetzaltenango,Ing. Eléctrica,4,95,False,6393,True,True
6432,Diego 6432,27,Quetzaltenango,Ing. Sistemas,2,68,True,5519,False,True
6433,Andrés 6433,21,Villa Nueva,Ing. Eléctrica,7,89,False,6140,False,True
6434,María 6434,29,Villa Nueva,Ing. Sistemas,3,72,False,5074,False,False
